15802	1802
15803	1803
15804	1804
15805	1805
15806	1806
15807	1807
15808	1808
15809	1809
15810	1810
15811	1811
15812	1812
15813	1813
15814	1815
15815	1816
15816	1817
15817	1818
15818	1819
15819	1820
15820	1821
15821	1822
15822	1823
15823	1824
15824	1825
15825	1826
15826	1827
15827	1830
15828	1831
15829	1832
15830	1835
15831	1836
15832	1837
15833	1838
15834	1839
15835	1840
15836	1844
15837	1845
15838	1846
15839	1847
15840	1848
15841	1849
15842	1850
15843	1851
15844	1852
15845	1044
15846	1859
15847	1860
15848	1862
15849	1864
15850	1867
15851	1870
15852	1871
15853	1872
15854	1873
15855	1874
15856	12306
15857	12307
15858	1875
15859	1876
15860	1877
15861	1878
15862	1879
15863	1880
15864	1883
15865	1884
15866	1885
15867	1886
15868	1887
15869	1888
15870	1889
15871	1890
15872	1891
15873	1892
15874	1893
15875	1894
15876	1895
15877	1896
15878	1897
15879	1898
15880	1242
15881	1243
15882	1244
15901	12261
15976	12035
15977	12036
15978	12037
15979	12038
15980	119
15981	122
15982	12039
15983	209
15984	210
15985	12040
15986	12041
15987	12042
15988	12043
15989	12044
15990	12045
15991	12046
15992	12047
15993	12048
15994	12049
15995	12050
15996	12051
15997	12052
15998	12053
15999	12054
16000	12055
16001	12056
16002	12057
16003	12058
16004	12059
16005	12060
16006	12061
16007	12062
16008	12063
16009	12064
16010	12065
16011	12066
16012	12067
16013	12068
16014	12069
16015	12070
16016	12071
16017	12072
16018	12073
16019	12074
16020	12075
16021	12076
16022	12077
16023	12078
16024	12079
16025	12080
16026	12081
16027	12082
16028	12083
16029	12084
16030	12085
16031	12086
16032	12087
16033	12088
16034	12089
16035	12090
16036	12091
16037	12092
16038	12093
16039	12094
16040	12095
16041	12096
16042	12097
16043	12098
16044	12099
16045	12100
16046	12101
16047	12102
16048	12103
16049	12104
16050	12105
16051	12106
16052	12107
16053	12108
16054	12109
16055	12110
16056	12111
16057	12112
16058	12113
16059	12114
16060	12115
16061	12116
16062	12117
16063	12118
16064	12119
16065	12120
16066	12121
16067	12122
16068	12123
16069	12124
16070	12125
16071	12320
16072	12321
16073	12322
16074	12323
16075	12324
16076	12126
16077	12127
16078	12128
16079	12129
16080	12130
16081	12131
16082	12132
16083	12133
16084	12134
16085	12135
16086	12136
16087	12137
16088	12138
16089	12139
16090	12140
16091	12141
16092	12142
16093	12143
16094	12144
16095	12145
16096	12146
16097	12147
16098	12148
16099	12149
16100	12150
16101	12151
16102	12152
16103	12153
16104	12154
16105	12155
16106	12156
16107	12157
16108	12158
16109	12159
16110	12160
16111	12161
16112	12162
16113	12163
16114	12164
16115	12165
16116	12166
16117	12167
16118	12168
16119	12169
16120	12170
16121	12171
16122	12172
16123	12173
16124	12174
16125	12175
16126	12176
16127	12177
16128	12178
16129	12179
16130	12180
16131	12181
16132	12182
16133	12183
16134	12184
16135	12185
16136	12186
16137	12187
16138	12188
16139	12189
16140	12190
16141	12191
16142	12192
16143	12193
16144	12194
16145	12195
16146	12196
16147	12197
16148	12198
16149	12199
16150	12200
16151	12201
16152	12202
16153	12203
16154	12204
16155	12205
16156	12206
16157	12207
16158	12208
16159	12209
16160	12210
16161	12211
16162	12325
16163	12326
16164	12327
16165	12328
16166	12329
16167	12330
16168	12331
16169	12332
16170	12212
16171	12213
16172	12214
16173	12215
16174	12216
16175	12217
16176	12218
16177	12219
16178	12220
16179	12221
16180	12333
16181	12222
16182	12223
16183	12224
16184	12225
16185	12226
16186	12227
16187	12228
16188	12229
16189	12230
16190	12231
16282	1900
