1	1256
2	1258
3	1259
4	1260
5	1261
6	1262
7	1263
8	1264
9	1266
10	1268
11	12
12	1269
13	1270
14	1271
15	1272
16	1273
17	1274
18	1275
19	1276
20	1277
21	1278
22	1279
23	1280
24	1281
25	1282
26	1283
27	1284
28	1285
29	1286
30	1287
31	1288
32	1289
33	1290
34	1291
35	1292
36	1293
37	1294
38	1295
39	1296
40	1297
41	1298
42	1300
43	1301
44	1303
45	1305
46	1306
47	1309
48	1310
49	1311
50	1312
51	1313
52	1314
53	1315
54	1316
55	1317
56	1318
57	1319
58	1320
59	1321
60	1322
61	12253
62	1324
63	1325
64	1326
65	1327
66	1329
67	1330
68	1331
69	1332
70	1333
71	1334
72	1335
73	1336
74	1338
75	1339
76	1341
77	1344
78	1345
79	1346
80	1347
81	1348
82	1349
83	1350
84	1351
85	1352
86	1353
87	1354
88	1355
89	1356
90	1357
91	1358
92	1359
93	1633
94	1361
95	1343
96	12855
97	12856
98	12857
99	1360
100	12858
101	1650
102	12255
103	12256
104	12859
106	12860
107	1632
108	12861
109	1636
110	12862
111	12863
112	12864
113	12865
114	1407
115	12866
116	12867
117	1642
118	12868
119	1402
120	12869
121	12870
122	12871
123	1646
124	12872
125	12873
126	1667
127	1866
128	13814
129	1638
130	1863
131	1780
132	1899
133	13823
134	1643
135	1865
136	1737
137	1868
138	12258
139	1657
140	1635
141	1724
142	1684
143	1829
144	1645
145	1682
146	13819
147	1738
148	1695
149	1828
150	1688
151	1655
152	821
153	12257
154	824
155	12874
156	12875
157	1640
158	1641
159	12876
160	1644
161	1647
162	1648
163	1649
164	1651
165	1652
166	1653
167	1654
168	1672
169	1656
170	1675
171	1658
172	1659
173	1660
174	1661
175	1662
176	1663
177	1664
178	1665
179	1666
180	1680
181	1668
182	1669
183	1670
184	1671
185	1683
186	12877
187	1673
188	1674
189	1676
190	1686
191	1677
192	1678
193	1690
194	1691
195	1692
196	1679
197	1694
198	1681
199	1696
200	1697
201	1698
202	1700
203	1702
204	1685
205	1705
206	1707
207	1709
208	1687
209	1712
210	1689
211	1715
212	1717
213	1693
214	1720
215	12878
216	1723
217	1725
218	1727
219	1729
220	1699
221	1701
222	1703
223	1730
225	1734
226	1639
227	1742
229	1747
230	12879
323	94
422	12915
515	12962
614	13046
631	13048
693	12252
7478	13049
7587	13050
7589	13051
7591	13052
7594	13053
7597	13054
7600	13055
7895	13062
7942	13063
7944	13064
7946	13065
7949	13066
7952	13067
7955	13068
8015	13070
8045	13089
8046	13090
8048	13091
8049	13092
8050	13093
8051	13094
8052	13095
8053	13096
8169	13188
8173	13192
8177	13196
8181	13200
8195	13214
8196	13215
8210	305
8227	13234
8229	13236
8255	13237
8256	13238
8257	13239
8258	13240
8259	13241
8260	13242
8261	13243
8262	13244
8263	13245
8269	13246
8270	12016
8273	13247
8275	12034
8276	13248
8277	13249
8278	13250
8279	13251
8280	13252
8281	13253
8282	12033
8283	13254
8303	13255
8304	13256
8305	13257
8309	13261
8310	1400
8311	13262
8331	13273
8332	13274
8335	13277
8336	13278
8719	13576
8721	13578
8722	13579
8723	13580
8724	13581
8725	13582
8726	13583
8727	13584
8728	13585
8729	13586
8730	13587
8731	13588
8732	13589
8733	13590
8734	13591
8735	13592
8736	13593
8737	13594
8738	13595
8739	13596
8740	13597
8741	13598
8742	13599
8743	13600
8744	13601
8745	13602
8746	13603
8747	13604
8748	13605
8749	13606
8750	13607
8751	13608
8752	13609
8753	13610
8754	13611
8755	13612
8756	13613
8757	13614
8758	13615
8759	13616
8760	13617
8761	13618
8762	13619
8763	13620
8764	13621
8765	13622
8766	13623
8767	13624
8768	13625
8769	13626
8770	13627
8771	13628
8772	13629
8773	13630
8774	13631
8775	13632
8776	13633
8777	13634
8778	13635
8779	13636
8780	13637
8781	13638
8782	13639
8783	13640
8785	13642
8786	13643
8787	13644
8788	13645
8789	13646
8790	13647
8791	13648
8792	13649
8793	13650
8794	13651
8795	13652
8796	13653
8797	13654
8798	13655
8799	13656
8800	13657
8801	13658
8802	13659
8803	13660
8804	13661
8805	13662
8806	13663
8807	13664
8808	13665
8809	13666
8810	13667
8811	13668
8812	13669
8813	13670
8814	13281
8815	12496
8817	12495
8818	13282
8820	13283
8821	13284
8822	13285
8826	13286
8827	12497
8828	13287
8834	13807
8835	13808
8836	13289
8837	13806
8838	13290
8841	12498
8842	13291
8843	11960
8845	13292
8849	13296
8851	13297
8853	13298
8854	13299
8856	13300
8858	13302
8859	13303
8860	13304
8861	13305
8862	13306
8863	13307
8864	13308
8866	13309
8867	13310
8868	13311
8869	13312
8870	13313
8871	13314
8872	13315
8873	13316
8875	157
8876	13317
8877	13318
8879	13319
8880	13320
8881	13321
8882	13322
8883	13323
8884	13324
8885	13325
8886	13326
8887	13327
8888	13328
8889	13329
8890	13330
8891	13331
8892	13332
8893	13333
8894	13334
8895	13335
8896	13336
8897	13337
8898	13338
8899	13339
8900	13340
8901	13341
8902	13342
8903	13343
8904	13344
8905	158
8906	13345
8907	13346
8908	13347
8909	13348
8910	13349
8911	13350
8912	13351
8913	13352
8914	13353
8915	13354
8916	13355
8917	13356
8918	13357
8919	13358
8920	13359
8921	13360
8922	13361
8923	13362
8924	13363
8925	13364
8926	13365
8927	13366
8928	13367
8929	13368
8930	13369
8931	13370
8932	13371
8933	13372
8934	159
8935	13373
8936	13374
8937	13375
8938	13376
8939	13377
8940	13378
8941	13379
8942	13380
8944	13381
8946	13383
8948	13384
9354	1631
9356	171
9357	172
9361	1713
9362	1714
9363	1716
9364	1718
9365	1719
9366	1704
9367	1706
9368	1708
9369	1710
9370	1711
9375	1605
9376	1606
9378	13815
9394	1617
9395	1755
9401	1624
9404	1761
9406	1618
9407	1770
9410	1619
9413	1625
9415	1626
9416	1777
9418	1843
9419	1856
9420	1855
9421	1854
9422	12297
9423	1842
9424	12299
9425	12298
9426	1834
9427	12303
9428	12302
9429	1853
9430	12305
9431	12304
9433	1858
9434	1857
9436	1814
9437	1833
9438	1841
9439	12301
9440	12300
9441	1797
9442	1796
9443	1861
12063	12268
12078	1389
12079	1390
12201	1391
12202	1397
12203	1399
12204	1398
12205	1396
12646	305
15449	1367
15450	1368
15451	1369
15452	1370
15453	119
15454	122
15455	1371
15456	161
15457	164
15458	165
15459	166
15460	167
15461	173
15462	209
15463	210
15464	211
15465	212
15466	213
15467	214
15468	215
15469	216
15470	217
15471	218
15472	219
15473	220
15474	221
15475	222
15476	223
15477	224
15478	225
15479	226
15480	227
15481	228
15482	230
15483	231
15484	232
15485	233
15486	234
15487	235
15488	236
15489	237
15490	238
15491	245
15492	246
15493	248
15494	249
15495	250
15496	251
15497	252
15498	253
15499	254
15500	255
15501	256
15502	257
15503	258
15504	259
15505	260
15506	261
15507	262
15508	263
15509	264
15510	265
15511	1391
15512	338
15513	1403
15514	1404
15515	1406
15517	1408
15518	1409
15519	1410
15520	1411
15521	1412
15522	1413
15523	1414
15524	1415
15525	1416
15526	1417
15527	1418
15528	1419
15529	1420
15530	1421
15531	1422
15532	1423
15533	1424
15534	1425
15535	1426
15536	1427
15537	1428
15538	1429
15539	1430
15540	1431
15541	1432
15542	1433
15543	1434
15544	1435
15545	1436
15546	1437
15547	1438
15548	1439
15549	1440
15550	1441
15551	1442
15552	1443
15553	1444
15554	1445
15555	1446
15556	1447
15557	1448
15558	1449
15559	1450
15560	1451
15561	1452
15562	1453
15563	1454
15564	1455
15565	1456
15566	1457
15567	1458
15568	1459
15569	1460
15570	1461
15571	1462
15572	1463
15573	1464
15574	1465
15575	1466
15576	1467
15577	1468
15578	1469
15579	1470
15580	1471
15581	1472
15582	1473
15583	1474
15584	1475
15585	1476
15586	1477
15587	1478
15588	1479
15589	1480
15590	1481
15591	1482
15592	1483
15593	1484
15594	1485
15595	1486
15596	1487
15597	1488
15598	1489
15599	1490
15600	1491
15601	1492
15602	1493
15603	12283
15604	12284
15605	12285
15606	12286
15607	12287
15608	1494
15609	1495
15610	1496
15611	1497
15612	1498
15613	1499
15614	1500
15615	1501
15616	1502
15617	1503
15618	1504
15619	1505
15620	1506
15621	1507
15622	1508
15623	1509
15624	1510
15625	1511
15626	1512
15627	1513
15628	1514
15629	1515
15630	1516
15631	1517
15632	1518
15633	1519
15634	1520
15635	1521
15636	1522
15637	1523
15638	1524
15639	1525
15640	1526
15641	1527
15642	1528
15643	1529
15644	1530
15645	1531
15646	1532
15647	1533
15648	1534
15649	1535
15650	1536
15651	1537
15652	1538
15653	1539
15654	1540
15655	1541
15656	1542
15657	1543
15658	1544
15659	1545
15660	1546
15661	1547
15662	1548
15663	1549
15664	1550
15665	1551
15666	1552
15667	1553
15668	1554
15669	1555
15670	1556
15671	1557
15672	1558
15673	1559
15674	1560
15675	1561
15676	1562
15677	1563
15678	1564
15679	1565
15680	1566
15681	1567
15682	1568
15683	1569
15684	1570
15685	1571
15686	1572
15687	1573
15688	1574
15689	1575
15690	1576
15691	1577
15692	1578
15693	1579
15694	12288
15695	12289
15696	12290
15697	12291
15698	12292
15699	12293
15700	12294
15701	12295
15702	1589
15703	1590
15704	1591
15705	1592
15706	1593
15707	1594
15708	1595
15709	1596
15710	1597
15711	1598
15712	12296
15713	1599
15714	1600
15715	1601
15716	1602
15717	1603
15718	1604
15719	1609
15720	1610
15721	1611
15722	1612
15727	1607
15728	1608
15729	1620
15730	1621
15731	1622
15732	1623
15733	1627
15734	1628
15735	1629
15736	1630
15737	1721
15738	1722
15739	1726
15740	1728
15741	1731
15742	1732
15743	1733
15744	1735
15745	1736
15746	1737
15747	1739
15748	1740
15749	1741
15750	1743
15751	1744
15752	1745
15753	1746
15754	1748
15755	1749
15756	1750
15757	1751
15758	1752
15759	1753
15760	1754
15761	1756
15762	1757
15763	1758
15764	1759
15765	1760
15766	1762
15767	1763
15768	1764
15769	1765
15770	1766
15771	1767
15772	1768
15773	1769
15774	1771
15775	1772
15776	1773
15777	1774
15778	1775
15779	1776
15780	1778
15781	1779
15782	1780
15783	1781
15784	1782
15785	1783
15786	1784
15787	1785
15788	1786
15789	1787
15790	1788
15791	1789
15792	1790
15793	1791
15794	1792
15795	1793
15796	1794
15797	1795
15798	1798
15799	1799
15800	1800
15801	1801
